order_id,product_id,quantity,unit_price,discount,unit_cost
O0000189,P041,2,104.28,0.03,53.63
O0000190,P020,2,518.25,0.03,357.92
O0000190,P077,2,46.4,0.0,27.38
O0000190,P107,1,229.77,0.0,142.16
O0000190,P015,1,1125.07,0.05,763.73
O0000191,P055,1,478.58,0.0,259.85
O0000192,P018,2,1796.23,0.05,1339.65
O0000193,P088,2,101.47,0.0,53.87
O0000193,P025,1,462.51,0.08,324.1
O0000194,P021,1,344.97,0.0,200.59
O0000194,P119,2,141.78,0.03,80.54
O0000194,P120,1,151.68,0.08,90.61
O0000195,P063,2,219.11,0.12,99.52
O0000195,P028,1,608.3,0.0,411.96
O0000196,P030,2,213.3,0.05,153.43
O0000197,P083,1,233.54,0.05,123.05
O0000198,P100,1,287.07,0.08,186.75
O0000199,P020,3,505.01,0.0,361.97
O0000200,P090,1,183.91,0.0,93.68
O0000201,P073,2,601.36,0.0,299.18
O0000201,P011,4,1280.65,0.0,757.77
O0000202,P082,2,115.81,0.0,65.44
O0000202,P091,1,227.26,0.0,159.96
O0000202,P081,1,358.84,0.0,192.62
O0000203,P079,1,774.6,0.0,373.35
O0000204,P049,1,82.15,0.0,37.96
O0000204,P078,1,849.84,0.05,640.59
O0000205,P094,2,362.34,0.12,187.06
O0000206,P021,3,345.04,0.05,205.88
O0000207,P011,2,1282.0,0.0,765.31
O0000208,P093,1,243.56,0.0,110.58
O0000209,P035,1,570.81,0.0,397.35
O0000210,P017,2,1794.61,0.0,896.21
O0000211,P001,1,295.2,0.05,145.46
O0000212,P106,1,199.6,0.0,134.96
O0000212,P071,1,746.8,0.12,347.87
O0000212,P031,2,429.23,0.0,286.44
O0000213,P034,1,715.47,0.12,333.44
O0000214,P007,1,554.7,0.0,291.06
O0000214,P087,3,573.93,0.0,419.64
O0000214,P071,2,741.38,0.05,342.55
O0000214,P030,2,202.07,0.0,150.8
O0000215,P015,1,1173.13,0.0,736.47
O0000216,P017,3,1875.11,0.0,853.05
O0000217,P026,1,172.77,0.12,83.37
O0000217,P035,1,575.82,0.0,392.86
O0000218,P113,2,109.41,0.08,77.94
O0000219,P006,2,2016.46,0.08,1169.62
O0000219,P008,1,1872.1,0.0,1053.72
O0000220,P056,1,372.65,0.08,250.2
O0000220,P080,3,951.75,0.05,678.57
O0000221,P092,2,614.01,0.0,394.03
O0000222,P022,2,380.03,0.03,249.36
O0000223,P072,2,57.51,0.05,36.3
O0000224,P064,2,532.32,0.0,344.53
O0000225,P093,1,236.49,0.0,114.92
O0000226,P082,2,110.92,0.0,67.03
O0000226,P110,2,53.97,0.0,28.04
O0000226,P017,1,1949.67,0.0,859.96
O0000227,P006,1,1911.02,0.0,1115.44
O0000227,P100,1,304.8,0.0,184.96
O0000228,P039,2,379.35,0.0,171.71
O0000229,P041,1,100.38,0.0,54.0
O0000230,P021,1,352.95,0.05,207.97
O0000231,P032,1,194.1,0.0,102.3
O0000232,P104,1,211.98,0.12,134.32
O0000232,P085,4,274.41,0.03,201.11
O0000233,P081,1,341.32,0.0,190.0
O0000234,P028,1,634.37,0.0,405.17
O0000234,P013,2,542.24,0.08,372.01
O0000235,P079,1,755.74,0.08,353.64
O0000235,P067,4,938.36,0.05,534.29
O0000236,P064,1,544.58,0.0,340.6
O0000236,P037,1,38.24,0.12,20.89
O0000237,P098,1,32.7,0.0,23.56
O0000238,P053,1,82.39,0.08,42.32
O0000238,P113,1,116.29,0.15,81.29
O0000238,P062,1,1417.93,0.0,1046.58
O0000238,P107,1,217.22,0.0,145.38
O0000239,P060,4,262.72,0.03,182.68
O0000240,P011,3,1324.82,0.0,753.4
O0000241,P008,1,1870.02,0.0,1066.53
O0000241,P018,1,1794.51,0.12,1323.27
O0000242,P006,1,1893.23,0.0,1149.87
O0000242,P062,1,1435.23,0.03,1047.17
O0000243,P067,1,972.48,0.08,558.72
O0000244,P019,1,2069.98,0.0,1452.84
O0000245,P109,1,175.16,0.08,113.3
O0000245,P082,2,118.75,0.0,63.98
O0000245,P070,1,51.73,0.0,28.42
O0000246,P067,1,898.59,0.12,533.63
O0000247,P032,1,196.96,0.08,102.61
O0000248,P118,2,79.91,0.05,49.36
O0000249,P048,1,502.27,0.05,300.93
O0000250,P026,1,173.4,0.0,86.17
O0000251,P083,1,243.61,0.08,118.97
O0000252,P063,1,229.96,0.0,99.22
O0000252,P083,2,243.26,0.0,117.84
O0000253,P015,1,1124.47,0.0,759.5
O0000253,P006,1,1909.95,0.03,1165.34
O0000253,P023,1,269.46,0.0,129.39
O0000254,P016,1,1370.37,0.03,959.83
O0000254,P081,2,351.03,0.0,188.02
O0000255,P058,1,607.06,0.03,307.67
O0000255,P006,1,1929.24,0.12,1158.56
O0000256,P083,2,248.93,0.0,122.74
O0000256,P053,1,81.73,0.08,41.45
O0000257,P084,1,440.86,0.0,324.13
O0000258,P091,1,245.69,0.0,164.81
O0000259,P120,1,138.58,0.0,91.53
O0000260,P017,3,1900.85,0.0,894.46
O0000260,P054,2,148.37,0.08,81.6
O0000261,P079,1,789.9,0.0,368.03
O0000262,P011,1,1326.58,0.03,772.03
O0000263,P101,1,29.66,0.03,17.13
O0000264,P078,2,866.43,0.0,662.99
O0000265,P119,1,146.61,0.0,78.32
O0000265,P043,1,132.78,0.0,75.09
O0000266,P108,2,44.78,0.0,20.04
O0000267,P094,1,337.55,0.05,185.97
O0000268,P099,1,165.16,0.08,101.05
O0000269,P055,4,454.3,0.0,273.77
O0000269,P062,1,1417.28,0.0,1059.91
O0000270,P026,1,162.61,0.0,85.63
O0000270,P077,3,49.25,0.0,27.95
O0000271,P085,3,276.28,0.0,206.51
O0000272,P011,1,1336.57,0.0,759.49
O0000273,P120,1,144.05,0.0,87.88
O0000274,P037,1,38.06,0.0,21.59
O0000275,P097,2,317.37,0.0,213.99
O0000276,P043,1,128.01,0.08,75.73
O0000277,P094,1,345.99,0.0,187.82
O0000277,P016,1,1362.77,0.0,977.81
O0000278,P052,3,120.06,0.0,89.05
O0000279,P024,1,183.45,0.0,100.23
O0000279,P085,1,275.89,0.03,196.38
O0000280,P051,1,206.19,0.0,94.07
O0000281,P043,1,131.02,0.08,74.27
O0000281,P113,1,112.14,0.08,79.8
O0000282,P071,1,739.25,0.0,350.47
O0000283,P017,1,1804.6,0.08,858.07
O0000284,P073,2,609.69,0.08,295.27
O0000285,P031,1,420.85,0.05,279.52
O0000286,P100,1,298.55,0.0,180.81
O0000286,P071,1,744.05,0.08,337.58
O0000286,P119,1,141.88,0.0,78.06
O0000287,P113,1,114.46,0.03,79.44
O0000287,P009,1,116.79,0.0,86.6
O0000288,P120,1,147.86,0.0,88.1
O0000288,P101,1,28.01,0.0,17.72
O0000289,P054,1,143.9,0.0,77.7
O0000290,P019,1,2057.85,0.0,1403.58
O0000291,P005,3,2143.69,0.08,1360.34
O0000292,P027,1,606.35,0.0,378.97
O0000293,P039,1,379.48,0.0,177.71
O0000293,P006,1,1951.13,0.0,1141.95
O0000294,P028,2,645.74,0.08,419.71
O0000295,P027,1,659.44,0.0,388.09
O0000296,P004,2,1755.05,0.12,906.68
O0000297,P052,1,119.76,0.03,85.33
O0000298,P061,1,83.94,0.08,42.22
O0000299,P023,1,282.99,0.0,129.61
O0000299,P086,1,445.36,0.0,335.25
O0000300,P017,1,1897.24,0.0,890.57
O0000301,P006,1,1960.29,0.05,1129.51
O0000302,P116,2,105.35,0.03,49.25
O0000302,P017,1,1876.51,0.0,884.8
O0000302,P090,1,174.96,0.0,97.31
O0000303,P082,2,116.89,0.05,66.84
O0000304,P070,1,53.44,0.05,28.89
O0000304,P097,1,318.14,0.0,218.2
O0000305,P048,1,526.4,0.0,301.92
O0000305,P042,1,194.55,0.12,116.32
O0000305,P069,4,1402.77,0.12,818.04
O0000306,P080,1,1025.22,0.08,680.49
O0000307,P060,1,258.05,0.03,174.45
O0000308,P009,2,119.14,0.0,86.07
O0000309,P087,2,626.28,0.0,418.04
O0000310,P016,1,1429.38,0.0,986.91
O0000311,P047,3,313.61,0.12,201.36
O0000312,P058,2,599.66,0.05,301.47
O0000313,P024,1,192.22,0.12,102.04
O0000314,P094,1,368.04,0.0,185.84
O0000315,P019,1,2029.49,0.0,1424.08
O0000316,P056,2,357.07,0.0,257.09
O0000317,P010,1,1122.24,0.05,595.53
O0000318,P021,1,359.79,0.0,208.41
O0000319,P055,1,483.81,0.0,263.28
O0000320,P025,1,480.93,0.0,331.7
O0000321,P025,1,489.72,0.0,343.38
O0000321,P077,1,45.73,0.0,27.12
O0000322,P040,1,321.75,0.05,166.67
O0000322,P076,1,279.02,0.0,132.64
O0000323,P034,1,715.33,0.05,350.52
O0000323,P102,1,207.71,0.08,145.3
O0000324,P109,1,174.67,0.0,109.61
O0000325,P047,1,319.08,0.0,203.71
O0000325,P110,1,50.92,0.08,27.36
O0000326,P022,2,400.89,0.0,254.39
O0000327,P006,1,1995.18,0.08,1145.58
O0000328,P073,2,603.07,0.0,292.02
O0000328,P059,1,157.33,0.05,97.25
O0000329,P103,1,161.12,0.12,123.2
O0000330,P070,2,52.36,0.0,28.32
O0000331,P115,3,89.76,0.0,53.82
O0000332,P094,2,349.06,0.05,186.63
O0000333,P035,2,619.83,0.03,391.79
O0000334,P007,1,526.72,0.05,289.51
O0000335,P033,2,111.45,0.03,52.15
O0000336,P105,2,148.6,0.05,100.89
O0000337,P115,1,87.44,0.0,54.04
O0000338,P086,1,443.01,0.0,324.65
O0000339,P070,1,52.61,0.0,28.93
O0000340,P109,2,171.96,0.05,114.55
O0000340,P051,1,190.81,0.08,94.97
O0000340,P024,2,186.15,0.0,97.19
O0000341,P013,1,541.67,0.0,367.22
O0000341,P090,1,173.12,0.0,93.43
O0000342,P114,1,140.04,0.0,62.36
O0000343,P093,2,242.13,0.0,110.67
O0000343,P075,2,1050.76,0.0,585.76
O0000344,P071,1,702.05,0.0,351.42
O0000345,P011,1,1248.55,0.0,790.44
O0000346,P068,1,1190.74,0.03,650.76
O0000347,P021,2,344.11,0.0,205.48
O0000348,P006,1,1876.51,0.0,1148.11
O0000348,P095,1,623.33,0.08,309.41
O0000349,P003,1,1243.24,0.0,671.32
O0000349,P115,1,92.22,0.0,54.03
O0000349,P114,1,129.76,0.0,60.16
O0000350,P082,1,117.29,0.0,64.86
O0000351,P110,3,52.95,0.0,27.87
O0000352,P017,1,1913.52,0.08,861.47
O0000353,P035,1,620.05,0.08,382.9
O0000354,P098,4,31.86,0.05,22.53
O0000355,P110,1,52.71,0.0,26.93
O0000356,P038,1,216.08,0.0,158.81
O0000356,P007,2,561.6,0.0,304.71
O0000356,P031,3,442.43,0.0,282.59
O0000356,P014,1,234.69,0.05,170.08
O0000357,P079,2,805.43,0.03,370.56
O0000358,P031,1,415.68,0.0,277.5
O0000359,P096,1,505.52,0.05,339.0
O0000360,P090,1,168.39,0.03,95.85
O0000360,P015,1,1131.42,0.0,758.89
O0000361,P118,1,80.31,0.0,47.97
O0000361,P077,1,45.48,0.0,27.67
O0000361,P087,1,570.7,0.0,402.65
O0000362,P005,1,2068.1,0.08,1307.1
O0000362,P076,2,275.14,0.03,134.23
O0000363,P078,1,855.18,0.08,638.48
O0000363,P097,1,330.61,0.12,208.42
O0000363,P064,2,543.52,0.0,330.67
O0000364,P115,1,88.51,0.0,51.11
O0000365,P112,1,62.16,0.03,37.1
O0000365,P062,1,1467.75,0.0,1098.55
O0000365,P005,2,2226.25,0.08,1320.1
O0000366,P017,1,1926.71,0.0,888.1
O0000367,P003,1,1210.57,0.12,672.26
O0000367,P100,1,304.08,0.05,182.77
O0000368,P003,2,1184.08,0.0,648.16
O0000369,P096,1,548.73,0.03,344.58
O0000370,P075,1,1032.45,0.03,604.62
O0000371,P064,1,566.48,0.05,331.27
O0000371,P115,1,91.56,0.05,53.5
O0000372,P023,2,286.54,0.0,125.03
O0000373,P027,2,650.29,0.05,376.59
O0000374,P013,1,536.65,0.05,365.0
O0000375,P120,1,149.1,0.05,91.43
O0000376,P016,2,1450.89,0.12,991.95
O0000377,P010,1,1206.4,0.08,583.95
O0000378,P096,1,547.94,0.12,350.42
O0000379,P036,1,259.07,0.0,182.0
O0000380,P107,1,226.72,0.0,143.69
O0000381,P003,1,1279.15,0.0,661.13
O0000382,P037,2,38.55,0.0,21.53
O0000383,P113,4,113.52,0.0,82.06
O0000384,P034,1,691.8,0.0,352.48
O0000385,P023,1,268.71,0.05,130.6
O0000385,P005,2,2152.4,0.0,1302.02
O0000386,P092,2,666.72,0.12,403.05
O0000386,P062,3,1462.85,0.0,1043.43
O0000387,P036,1,239.97,0.05,177.12
O0000388,P065,1,1044.8,0.0,618.3
O0000388,P087,2,591.83,0.05,419.43
O0000389,P075,1,1035.25,0.0,602.23
O0000390,P086,1,474.38,0.05,335.3
O0000391,P016,1,1368.1,0.08,984.71
O0000392,P072,1,55.48,0.0,35.2
O0000393,P111,2,41.93,0.0,31.62
O0000394,P064,1,537.55,0.0,336.7
O0000394,P050,2,247.93,0.03,141.14
O0000395,P046,1,277.27,0.05,199.62
O0000395,P031,2,416.54,0.05,277.37
O0000396,P001,2,290.07,0.03,150.49
O0000397,P041,1,104.57,0.05,55.27
O0000398,P064,1,567.45,0.0,332.74
O0000399,P025,1,487.48,0.0,341.11
O0000400,P004,1,1869.47,0.03,910.76
O0000401,P032,2,196.77,0.0,97.85
O0000402,P072,3,54.13,0.0,35.83
O0000403,P012,1,2292.02,0.0,1351.99
O0000404,P020,1,533.6,0.12,371.67
O0000404,P117,2,131.16,0.0,93.04
O0000404,P097,1,323.9,0.0,214.1
O0000405,P086,1,459.47,0.0,342.7
O0000406,P029,1,180.9,0.0,110.42
O0000407,P003,1,1223.36,0.12,650.42
O0000407,P020,1,494.28,0.08,374.51
O0000408,P058,2,573.1,0.0,294.6
O0000409,P075,1,1077.42,0.08,580.95
O0000410,P013,1,553.47,0.0,351.02
O0000411,P025,1,470.86,0.0,334.55
O0000412,P004,1,1783.31,0.0,917.6
O0000413,P108,3,44.53,0.0,19.87
O0000414,P081,1,334.27,0.05,183.48
O0000415,P028,2,642.32,0.12,403.6
O0000416,P111,1,43.82,0.08,31.97
O0000417,P011,2,1320.24,0.05,779.98
O0000418,P002,2,2355.08,0.0,1475.02
O0000418,P104,1,214.91,0.0,131.64
O0000419,P081,1,344.74,0.12,191.74
O0000420,P052,2,120.09,0.0,86.33
O0000421,P019,1,2103.98,0.05,1410.9
O0000422,P030,2,208.52,0.0,155.07
O0000423,P081,2,353.44,0.03,183.3
O0000424,P012,2,2264.23,0.0,1379.67
O0000425,P006,1,1862.39,0.0,1134.58
O0000426,P109,1,168.55,0.0,110.85
O0000427,P028,1,607.14,0.05,397.27
O0000427,P080,1,954.04,0.0,657.94
O0000427,P026,3,175.65,0.0,85.03
O0000428,P118,1,77.58,0.12,48.8
O0000429,P072,2,56.01,0.0,35.33
O0000430,P078,1,846.8,0.08,646.63
O0000431,P057,1,209.91,0.0,113.68
O0000432,P023,1,273.51,0.15,130.59
O0000433,P018,1,1823.85,0.0,1317.32
O0000433,P017,1,1863.81,0.0,875.3
O0000433,P003,1,1259.57,0.0,655.5
O0000434,P010,2,1102.33,0.0,588.08
O0000435,P016,1,1447.86,0.0,1001.91
O0000436,P070,1,51.53,0.12,29.11
O0000437,P018,1,1841.81,0.0,1317.46
O0000438,P030,1,208.49,0.05,156.87
O0000439,P039,1,355.03,0.05,170.57
O0000439,P029,1,181.29,0.0,113.91
O0000439,P061,2,81.95,0.0,41.4
O0000440,P018,1,1789.69,0.0,1288.98
O0000441,P030,1,210.17,0.05,151.11
O0000442,P081,2,326.36,0.0,188.19
O0000443,P044,2,317.38,0.0,227.23
O0000444,P092,1,613.37,0.03,386.71
O0000445,P029,1,191.39,0.0,113.81
